Equipment Condition,Number of Equipment,Equipment Service Time,Materials Quantity,Materials Transport Environment,Materials Procurement,Worker Capability,Worker Sense of Responsibility,Worker Health,Worker Experience,Worker Education,Worker Training,Worker Expertise,Worker Motivation,Worker Attitude,Work Space,Prefabrication,Working Field Accessibility,Advance Work,Work Method,Work Environment,Crew Composition,Work Difficulty,Work Quantity,Manager Capability,Management System,Construction Plan,Design Documents,Permission,Work Order,Claim,Safety/Accidents,Work Delay,Rework,Work Continuity,Information Technology,Productivity,Productivity
4,2,2,1,1,3,2,4,3,1,5,3,3,2,3,3,4,1,5,2,5,2,3,5,2,3,2,3,1,4,4,1,2,1,1,3,38.281,38.281
5,4,1,3,4,4,5,1,2,3,4,2,5,1,4,1,5,3,2,2,1,3,1,1,1,4,4,2,1,4,2,3,4,4,4,1,39.508,39.508
2,1,5,4,3,2,1,4,5,2,1,3,3,5,4,5,2,5,2,2,3,1,4,4,4,5,2,4,1,2,3,4,4,2,1,2,42.093,42.093
3,1,1,4,1,5,1,2,1,2,5,4,1,4,5,4,3,3,2,4,3,5,5,4,5,3,2,4,5,5,1,5,1,1,1,5,45.021,45.021
2,1,1,2,3,5,5,5,5,2,1,3,3,4,1,3,3,1,4,3,4,3,5,5,1,4,3,5,3,1,2,5,5,4,2,3,45.084,45.084
2,5,5,4,4,3,4,2,4,5,3,3,3,3,4,2,1,1,5,4,2,2,5,2,4,3,3,2,3,4,3,5,3,4,4,4,47.499,47.499
3,2,2,1,3,1,1,4,2,3,4,1,4,5,4,3,5,3,2,3,2,1,3,3,5,4,3,4,2,5,3,4,2,1,3,1,40.491,40.491
4,2,5,5,4,5,5,4,4,4,5,3,1,4,2,3,5,3,5,2,5,1,2,3,4,5,5,5,1,5,4,3,4,3,4,1,50.314,50.314
2,3,2,2,4,3,2,4,5,2,5,3,5,4,1,5,3,4,4,1,1,3,1,5,5,3,5,5,5,1,3,4,1,3,5,2,45.785,45.785
1,4,1,3,5,3,5,1,5,4,2,5,1,2,5,3,3,2,2,1,2,5,3,1,1,2,2,3,2,5,4,4,1,5,1,1,38.903,38.903
5,5,4,4,5,2,5,3,1,5,3,4,2,4,4,3,4,2,3,1,4,2,5,1,5,3,2,4,3,1,4,4,3,1,4,5,47.586,47.586
3,4,5,1,2,5,5,3,4,3,2,3,4,4,4,1,3,1,1,2,5,4,1,1,4,1,1,2,5,5,4,1,2,1,2,3,39.206,39.206
2,1,2,2,5,3,5,4,2,1,2,1,3,1,4,4,5,5,1,3,2,5,4,4,2,2,1,1,3,3,1,4,4,1,5,2,40.737,40.737
1,1,3,3,2,1,4,1,4,5,5,3,4,2,1,4,1,3,5,3,3,2,2,4,1,5,5,4,2,3,3,4,5,2,4,4,44.461,44.461
4,4,1,4,5,4,1,5,2,1,2,2,5,1,3,1,1,4,5,4,5,1,2,2,4,4,4,3,2,5,5,4,2,3,2,5,44.275,44.275
1,3,3,3,3,3,4,5,1,3,2,2,3,3,4,5,5,5,1,4,1,4,1,1,1,3,2,2,4,2,1,3,3,5,4,5,43.1,43.1
5,5,1,4,1,2,4,4,2,1,5,4,3,2,2,2,4,2,3,2,2,3,3,2,2,1,5,3,1,1,1,2,1,4,5,2,37.938,37.938
1,1,2,3,3,4,3,1,5,5,1,5,4,5,4,4,2,5,4,4,2,2,3,5,2,3,5,4,1,3,1,5,1,3,2,1,42.856,42.856
5,3,1,1,2,4,2,1,4,4,3,3,5,3,2,3,2,2,5,3,5,3,3,3,1,4,3,4,3,2,2,4,3,2,4,4,43.86,43.86
1,3,5,4,5,5,3,1,3,4,5,5,2,3,2,5,3,2,4,4,2,5,5,3,4,5,2,2,1,3,4,2,5,2,3,3,48.315,48.315
1,4,5,2,5,5,4,4,5,5,1,2,4,3,3,2,3,1,1,5,3,4,2,1,1,2,4,1,1,3,3,4,5,4,5,5,45.733,45.733
4,3,5,2,4,4,1,1,3,3,2,5,4,2,2,4,3,5,4,1,1,2,2,5,5,4,2,3,5,2,2,4,5,1,5,2,43.998,43.998
3,3,4,2,5,4,3,1,2,3,4,5,3,2,1,3,4,2,3,1,1,3,4,2,1,4,3,5,5,4,5,1,3,2,4,3,42.601,42.601
1,4,3,3,3,4,2,1,5,3,5,2,4,3,2,3,5,3,3,4,2,4,4,4,4,1,1,4,4,2,4,4,2,3,3,5,46.189,46.189
5,5,5,5,4,4,1,1,5,3,5,3,4,3,5,5,2,2,3,1,2,1,1,2,1,3,4,5,2,4,2,3,3,5,2,3,43.906,43.906
2,1,4,4,4,5,5,4,4,1,4,1,3,2,5,5,3,4,5,4,5,4,3,5,1,2,5,2,3,5,5,1,2,4,2,2,47.879,47.879
2,4,4,4,3,3,4,5,1,3,1,1,5,3,3,1,4,4,4,1,2,5,5,1,3,4,3,2,4,4,5,1,4,5,3,2,44.755,44.755
5,2,5,4,1,1,3,3,4,4,4,3,5,2,3,1,5,1,3,3,2,2,4,5,3,1,1,4,3,5,1,5,1,1,3,1,40.221,40.221
4,5,4,5,3,2,4,4,4,1,4,1,2,5,5,4,2,2,5,2,2,3,3,1,1,2,2,2,5,2,4,1,4,4,3,4,43.46,43.46
1,3,3,2,1,4,4,3,2,1,5,2,1,2,4,4,5,4,4,4,5,3,3,3,5,4,3,2,4,5,4,1,2,2,4,3,45.402,45.402
4,4,2,1,2,3,2,5,5,2,5,2,1,1,3,5,5,4,2,4,2,2,5,1,4,5,1,5,4,1,2,4,4,1,3,2,43.463,43.463
2,1,4,4,3,3,1,4,5,5,1,3,1,3,5,2,1,3,4,5,5,1,2,1,3,4,2,2,3,4,5,5,3,5,2,2,43.001,43.001
5,2,1,3,3,5,2,1,4,4,5,5,2,2,2,5,4,3,3,4,2,1,5,1,5,2,4,3,1,5,2,4,3,2,4,1,43.465,43.465
1,5,3,3,3,2,1,2,1,4,3,1,5,5,5,5,5,4,3,2,5,2,4,2,3,5,1,3,1,5,4,1,4,5,3,1,45.414,45.414
3,3,5,2,5,3,2,3,5,4,5,5,5,2,3,1,3,1,5,2,5,4,5,5,1,5,4,3,3,3,4,4,2,2,1,2,46.975,46.975
2,2,3,1,3,5,4,5,1,5,3,4,1,1,3,5,2,4,2,1,2,1,2,4,2,3,4,3,5,1,2,3,3,4,1,3,39.714,39.714
2,1,2,4,5,2,5,5,2,4,3,5,1,2,5,1,3,4,4,1,2,2,5,1,4,4,2,3,1,5,5,2,3,3,4,1,41.943,41.943
5,1,2,5,1,3,5,4,2,3,5,5,5,5,4,5,2,3,5,1,1,5,2,1,4,4,2,4,4,2,3,1,3,3,2,1,43.728,43.728
1,3,1,2,5,1,1,4,1,1,4,2,4,2,4,1,5,4,1,1,1,1,5,4,4,2,3,2,2,1,2,1,2,1,1,1,31.708,31.708
2,2,5,2,2,3,5,3,1,2,1,3,1,2,4,2,2,4,4,2,3,4,1,4,3,5,4,4,4,5,2,2,2,2,4,5,42.384,42.384
5,5,3,1,5,4,3,5,4,2,3,2,2,4,5,1,3,3,5,1,1,3,2,3,4,3,1,1,2,5,3,3,5,2,5,1,42.187,42.187
3,2,1,2,5,3,2,3,1,3,1,2,5,2,5,3,5,1,3,3,5,5,4,2,1,2,4,2,2,1,4,5,4,5,1,4,43.731,43.731
3,3,1,5,5,3,2,1,3,5,4,4,3,1,4,4,4,4,3,1,3,2,3,2,4,4,5,1,1,4,1,2,5,2,5,4,44.673,44.673
2,1,1,4,5,4,4,5,2,3,4,5,4,3,3,4,3,3,4,3,5,4,1,1,3,1,2,2,4,4,1,4,4,3,1,4,43.861,43.861
3,1,5,2,3,2,4,3,4,3,3,4,2,4,4,3,3,3,5,2,1,5,5,5,5,4,2,5,2,3,5,2,1,5,3,1,46.018,46.018
1,5,3,3,5,4,2,3,1,1,4,3,2,1,5,1,3,4,3,1,5,4,3,4,5,3,4,3,4,3,5,1,5,4,3,2,44.734,44.734
5,5,1,4,3,5,1,3,2,2,2,5,2,4,2,3,4,2,4,5,5,1,4,2,2,1,1,5,4,4,4,4,2,4,2,4,44.821,44.821
4,3,5,1,3,4,3,3,1,4,3,3,1,3,2,2,5,2,3,1,4,4,3,2,1,5,1,3,2,3,3,1,1,3,2,5,39.846,39.846
5,2,5,4,2,1,5,4,3,5,5,5,5,4,3,1,3,3,3,1,4,2,5,2,3,4,3,2,1,2,1,3,5,4,4,4,46.593,46.593
5,2,5,4,3,1,1,4,1,2,5,5,4,5,1,1,1,4,4,2,1,2,4,1,2,2,3,2,5,2,5,3,2,4,1,4,39.748,39.748
3,1,2,3,3,2,4,4,1,4,3,4,4,5,2,2,1,2,5,5,4,3,2,4,3,3,4,4,4,3,1,4,1,3,5,1,43.204,43.204
5,5,4,3,1,3,4,3,4,4,1,1,1,1,2,5,5,1,1,1,2,2,1,3,4,3,1,4,2,5,1,1,4,4,1,2,37.207,37.207
1,2,4,5,1,2,4,2,4,3,2,1,5,4,1,5,4,5,1,1,2,3,2,5,5,4,5,3,5,3,2,1,1,5,1,1,41.272,41.272
4,4,3,5,2,5,3,3,4,3,4,2,2,3,2,5,4,3,4,3,4,1,1,5,3,1,2,3,3,4,5,5,4,2,2,2,45.09,45.09
4,3,2,1,4,3,3,3,4,4,2,4,4,1,3,3,4,1,5,1,1,5,1,2,2,2,3,1,5,3,3,1,2,4,5,5,41.722,41.722
5,4,4,5,2,3,4,4,5,2,1,2,4,2,3,5,1,3,1,5,5,3,5,5,4,4,5,1,3,5,4,1,3,2,1,5,48.362,48.362
2,3,1,4,2,1,2,2,4,5,1,1,1,3,1,4,4,4,5,5,1,1,2,4,2,1,2,2,3,5,3,4,3,3,2,5,39.921,39.921
2,4,3,1,2,4,1,1,3,4,4,2,1,1,1,4,4,4,3,3,3,2,1,4,4,1,4,3,3,2,1,5,1,1,4,5,39.324,39.324
4,4,2,1,3,1,3,2,5,5,1,3,3,2,4,5,5,4,3,4,5,1,1,2,1,4,5,4,3,5,1,2,5,4,3,5,46.654,46.654
1,2,1,3,5,1,4,4,1,4,3,3,3,5,5,4,1,1,3,4,3,2,4,2,1,1,2,1,5,1,5,4,3,4,2,2,40.113,40.113
2,4,1,3,1,5,4,5,3,3,4,1,3,2,3,3,2,4,2,5,4,3,2,3,2,1,5,5,4,2,3,1,5,2,2,1,41.618,41.618
1,2,1,2,1,1,4,5,5,5,1,5,1,1,2,1,3,3,5,1,1,1,3,4,1,4,1,3,2,3,5,2,3,3,3,4,37.207,37.207
3,1,4,3,1,5,3,4,2,4,1,1,3,4,5,5,2,3,5,1,3,3,1,2,2,3,5,5,3,5,3,3,1,1,1,5,41.976,41.976
4,3,5,2,2,5,3,5,5,4,4,2,1,1,2,3,3,5,2,5,2,2,5,5,5,3,5,1,4,5,2,1,4,4,5,1,47.428,47.428
3,5,4,1,5,5,2,5,3,4,2,4,1,4,3,5,4,3,3,5,4,1,2,2,5,4,3,3,2,2,4,4,5,5,3,3,49.173,49.173
4,2,5,4,3,5,3,5,1,5,1,5,3,4,1,5,3,2,3,5,5,5,2,2,3,3,2,4,4,3,1,5,5,4,2,3,48.88,48.88
3,2,1,3,3,1,3,5,3,5,2,1,2,5,4,3,4,5,5,2,2,5,4,2,1,3,3,1,3,5,1,3,3,2,3,2,41.973,41.973
2,1,5,4,3,4,1,4,5,3,5,5,4,2,1,2,1,3,3,2,5,3,1,4,3,3,3,3,4,3,2,2,4,4,5,5,45.386,45.386
3,4,3,1,2,2,4,4,1,3,3,3,2,4,5,2,2,3,2,1,1,5,1,5,4,2,4,4,4,4,1,1,4,1,2,2,38.528,38.528
4,3,5,3,5,3,1,2,4,1,5,1,2,5,2,1,2,4,4,2,1,5,1,1,1,4,4,4,5,1,1,5,1,3,3,4,40.115,40.115
2,5,5,5,2,5,1,1,5,2,4,5,5,4,1,1,5,4,3,2,5,2,4,4,4,2,3,5,2,2,2,5,1,5,4,1,45.964,45.964
5,2,5,2,2,5,3,5,2,5,1,5,4,2,3,1,4,4,1,3,4,5,1,4,1,3,4,4,5,2,2,2,5,1,4,4,45.712,45.712
1,1,2,2,1,1,2,1,4,1,3,1,2,5,5,4,4,4,4,1,1,1,5,3,5,3,2,2,2,5,2,2,1,5,4,3,38.363,38.363
4,3,4,3,2,2,2,3,2,1,1,4,2,3,1,5,2,4,2,3,5,2,5,4,4,5,4,2,3,3,1,5,1,5,1,4,43.265,43.265
4,3,4,1,1,4,3,2,2,1,3,2,2,4,5,2,3,3,3,2,1,2,5,5,2,5,2,3,5,5,4,5,3,1,5,2,43.289,43.289
5,5,5,3,4,5,4,1,1,5,1,3,5,4,1,1,1,5,4,1,2,5,4,5,1,4,5,1,3,1,1,3,4,4,4,5,46.283,46.283
4,2,4,5,5,5,4,4,1,5,5,3,1,3,5,2,4,5,5,5,5,4,1,2,1,4,5,4,4,1,1,5,3,3,3,3,49.807,49.807
2,3,5,2,1,4,3,1,2,5,2,1,1,3,2,3,2,1,1,1,1,4,1,3,3,3,5,3,5,4,1,4,1,5,5,4,39.281,39.281
2,1,1,4,4,5,4,2,1,1,4,2,4,4,5,5,3,2,2,2,4,4,3,5,3,3,5,2,5,5,3,5,4,1,5,3,47.719,47.719
2,2,2,2,5,1,5,1,5,4,3,1,2,3,2,5,2,1,2,1,3,5,5,4,2,5,5,2,2,5,5,1,5,3,4,4,45.567,45.567
5,5,1,4,1,3,2,3,1,3,2,2,5,1,5,5,3,5,3,2,3,5,4,2,2,3,5,3,2,1,5,1,1,3,5,4,45.254,45.254
4,1,1,1,3,4,4,5,4,2,4,1,1,1,5,3,3,3,3,4,5,1,1,5,3,3,2,4,1,2,1,1,5,5,4,4,42.137,42.137
4,1,1,4,5,1,1,4,2,3,3,1,1,3,1,3,2,2,4,1,1,5,4,5,5,2,5,1,1,4,3,5,1,3,3,5,40.691,40.691
4,1,4,3,3,5,5,2,1,2,2,4,5,1,5,3,3,3,5,3,4,5,2,2,5,3,2,4,1,4,5,2,5,2,1,3,44.985,44.985
4,5,2,2,4,1,1,2,5,1,1,2,5,5,2,3,3,3,2,5,3,3,4,2,3,3,4,2,3,4,5,2,1,4,2,5,43.413,43.413
3,3,1,1,1,1,2,2,4,1,2,4,5,3,5,3,5,2,4,4,4,4,4,4,3,4,4,4,4,5,5,3,3,3,3,3,47.105,47.105
3,1,2,5,5,3,3,1,5,2,2,3,2,4,1,3,5,4,2,5,2,2,3,2,2,5,3,2,4,2,2,1,2,2,3,2,39.374,39.374
1,4,1,1,2,2,5,2,5,1,1,3,5,1,1,3,3,1,1,5,3,1,2,4,3,4,1,4,1,5,3,1,5,5,4,4,40.099,40.099
1,4,1,3,4,4,5,5,3,4,1,3,1,3,4,4,2,2,3,2,5,5,3,2,3,4,1,1,1,3,4,4,4,2,4,4,44.48,44.48
3,5,1,3,1,1,3,5,2,2,1,1,5,3,5,1,1,4,2,2,4,2,4,3,2,4,1,4,2,4,4,2,1,2,3,5,39.484,39.484
3,5,1,1,4,3,4,5,4,5,1,1,2,1,1,1,4,1,1,5,3,5,5,1,2,1,1,1,5,4,3,4,2,5,4,1,40.336,40.336
4,3,5,4,5,1,5,2,2,5,1,4,1,5,5,3,3,1,2,3,2,1,1,3,2,2,5,5,2,4,1,2,5,1,3,4,41.554,41.554
3,2,4,5,2,3,2,4,2,5,5,3,5,1,1,1,2,4,1,3,2,5,5,3,2,4,3,1,3,2,2,1,4,1,1,3,39.868,39.868
3,5,2,1,1,2,4,4,1,2,5,5,4,3,4,2,2,4,4,5,1,3,4,4,1,5,3,3,2,5,3,5,4,4,4,5,48.377,48.377
4,5,5,4,2,3,1,3,3,1,3,3,5,3,3,5,3,5,1,2,1,3,4,5,5,1,5,3,1,2,1,2,3,3,1,1,40.836,40.836
2,5,4,1,3,4,2,5,3,3,4,5,4,4,4,2,3,5,1,5,5,3,4,4,5,1,3,4,1,2,5,4,1,1,4,1,46.208,46.208
4,4,4,3,1,2,1,5,3,3,3,3,3,2,2,4,4,5,2,5,5,2,1,4,2,5,5,2,5,4,1,2,2,1,3,4,44.647,44.647
1,2,4,5,4,5,1,4,3,2,4,4,5,4,2,3,2,2,4,5,3,3,1,3,2,1,1,4,5,3,1,3,2,3,1,5,42.052,42.052
1,1,3,1,4,3,1,4,4,5,1,2,5,2,2,2,2,2,2,4,5,5,5,1,4,4,1,4,2,1,5,1,3,1,1,3,39.566,39.566
3,3,5,1,4,3,3,3,4,3,1,5,2,5,5,1,1,1,3,2,2,4,4,1,4,4,1,3,5,1,1,4,1,5,4,3,41.044,41.044
3,2,5,5,2,4,1,1,5,4,3,2,1,1,3,3,3,2,3,4,5,3,1,4,5,2,5,1,3,4,4,3,3,1,5,4,44.25,44.25
1,5,2,1,5,5,3,4,2,3,2,5,3,1,1,2,5,5,5,1,5,4,3,2,5,3,4,1,5,2,3,3,1,4,5,1,44.444,44.444
4,4,1,5,5,2,3,2,5,5,4,5,2,3,2,5,2,5,2,4,1,5,3,1,1,2,5,5,2,1,3,4,2,4,2,4,45.822,45.822
1,1,5,1,4,1,3,4,4,1,2,2,2,1,5,1,1,5,2,4,2,2,1,3,2,5,3,2,3,5,5,3,3,1,5,2,38.292,38.292
4,1,5,4,5,2,4,4,3,3,2,5,4,5,3,5,4,2,5,3,5,2,3,5,4,5,1,5,5,4,2,4,1,5,4,5,52.945,52.945
1,1,5,4,4,1,4,4,1,5,2,3,5,3,4,1,2,1,3,5,4,2,1,3,1,2,4,1,4,3,2,4,5,5,3,2,41.692,41.692
2,4,3,4,5,5,5,4,3,3,3,3,3,2,3,1,3,2,1,1,3,4,3,5,1,5,4,5,4,3,4,4,2,4,1,1,43.762,43.762
2,5,3,4,1,5,5,2,5,3,5,2,5,5,5,3,4,3,1,5,1,5,4,3,5,4,2,1,3,1,5,3,2,1,5,2,47.927,47.927
5,4,1,4,3,5,1,1,5,4,5,1,2,1,4,3,1,3,3,3,4,4,3,1,3,5,5,3,2,3,2,3,2,1,5,5,44.575,44.575
5,5,4,1,2,4,1,4,2,4,2,4,1,5,5,5,2,5,4,5,2,3,5,1,3,2,5,4,2,5,3,3,3,1,5,2,47.346,47.346
3,1,2,4,1,5,2,5,3,5,2,5,4,1,5,1,3,2,3,1,5,5,5,2,3,3,4,5,2,3,2,4,1,2,4,5,45.628,45.628
1,1,4,2,4,4,2,3,3,5,5,5,1,2,3,4,1,3,2,5,1,2,4,2,5,2,3,1,5,2,2,4,1,2,4,4,41.752,41.752
3,5,4,4,1,3,5,1,3,5,3,2,3,5,4,2,4,3,2,3,2,5,5,2,2,3,4,2,4,5,3,3,1,1,3,1,43.565,43.565
1,3,4,2,3,4,4,5,1,4,5,5,1,1,2,2,2,1,5,4,2,2,4,5,2,3,3,4,3,3,4,4,3,2,2,2,42.342,42.342
4,4,2,1,1,5,5,1,4,5,4,1,4,2,2,1,4,3,2,2,4,3,3,5,4,2,5,5,4,1,5,1,2,3,3,3,43.849,43.849
1,1,2,1,1,4,5,1,5,5,3,3,4,3,3,2,5,3,4,5,4,3,4,3,2,5,3,2,5,2,5,1,3,3,4,5,47.291,47.291
2,4,2,2,4,3,5,4,2,4,3,1,3,5,4,2,3,3,5,1,2,2,2,2,5,5,5,4,1,5,5,3,5,4,3,5,47.757,47.757
2,4,5,5,2,5,2,1,5,5,5,5,2,3,3,3,5,3,1,1,1,5,1,1,1,4,2,4,3,1,2,3,4,5,3,3,43.452,43.452
4,1,3,4,1,1,3,4,2,2,5,5,2,1,2,1,4,1,4,5,3,5,3,1,3,2,1,1,2,3,4,4,3,1,4,3,39.52,39.52
4,5,1,1,4,2,3,3,2,5,2,4,4,2,5,1,1,4,3,3,5,2,4,5,5,5,1,5,1,4,3,3,1,4,3,1,43.879,43.879
5,2,5,4,5,1,5,2,3,5,5,1,2,4,2,2,2,1,2,2,4,1,2,2,3,1,5,4,2,5,1,1,3,1,4,5,40.534,40.534
1,4,4,5,2,1,4,1,3,1,1,4,1,5,1,3,1,3,4,5,5,4,3,5,1,5,5,2,5,5,5,1,5,3,2,5,46.477,46.477
2,4,3,5,3,4,5,5,2,3,2,2,2,3,5,4,1,2,1,3,4,3,1,5,5,2,3,5,2,5,3,5,2,5,1,2,44.64,44.64
4,5,5,4,3,3,1,3,5,3,4,3,2,4,1,1,4,3,1,4,1,5,4,3,5,3,4,5,1,2,1,4,5,4,1,2,44.193,44.193
3,4,1,5,2,2,2,2,5,1,5,2,2,5,5,2,3,1,4,2,4,5,3,2,2,4,4,1,5,4,1,2,1,5,4,1,41.743,41.743
5,1,5,5,5,1,1,1,1,5,3,1,1,1,3,4,2,3,1,3,4,2,5,3,4,5,1,3,3,3,3,3,1,1,4,4,41.119,41.119
3,1,2,2,5,4,4,2,4,5,5,3,2,1,1,5,3,1,4,2,3,3,4,1,4,5,5,2,1,2,3,1,5,1,5,1,42.226,42.226
2,3,5,1,5,3,4,1,4,5,1,4,5,2,4,5,1,1,2,1,5,2,4,2,4,3,1,3,5,2,5,3,1,1,1,3,40.927,40.927
4,4,3,2,3,5,4,1,2,2,5,4,3,3,3,5,1,4,2,1,4,4,3,4,4,4,4,1,2,5,2,5,1,1,4,5,45.789,45.789
4,5,5,3,1,1,2,5,1,3,1,4,4,3,5,1,2,1,2,4,2,2,4,3,3,4,4,2,5,1,2,2,5,5,2,4,42.635,42.635
1,5,3,1,5,3,2,3,5,4,2,3,1,4,5,4,1,5,1,1,5,3,4,1,1,5,2,1,4,4,3,4,3,2,1,4,42.239,42.239
5,2,1,3,4,5,2,4,1,1,4,3,4,2,3,4,2,1,4,5,4,3,5,2,3,2,1,3,3,5,4,2,1,1,3,1,40.751,40.751
2,2,2,2,1,2,5,5,2,2,5,2,4,3,4,3,3,1,5,2,4,5,5,3,5,3,5,2,3,4,5,4,3,3,5,2,47.839,47.839
3,4,2,2,3,4,1,1,1,3,5,5,1,4,4,3,5,2,5,5,5,4,1,5,5,4,5,1,4,3,2,3,5,2,4,3,48.239,48.239
2,1,4,3,1,2,3,1,5,1,2,1,5,4,2,4,1,3,3,1,1,5,5,1,4,2,3,1,1,3,4,5,5,3,5,2,40.048,40.048
1,5,3,5,2,5,2,2,4,3,4,4,5,2,5,1,4,3,4,2,5,4,2,5,2,5,4,4,4,2,4,3,3,1,1,1,45.271,45.271
4,2,5,3,2,4,1,3,1,2,4,3,5,2,1,1,1,2,5,4,5,3,5,1,3,5,4,4,5,1,3,1,5,4,5,1,43.941,43.941
1,3,1,3,1,5,2,4,1,4,4,4,1,3,5,5,3,3,5,5,4,1,2,5,4,5,2,4,2,5,4,3,3,5,5,2,48.526,48.526
5,5,4,3,2,4,4,4,2,4,1,5,3,5,1,2,1,4,5,5,4,2,3,3,3,1,1,2,3,1,5,1,1,2,4,3,42.247,42.247
1,5,4,2,4,5,4,1,4,2,5,3,1,5,4,3,5,5,5,5,3,4,4,3,1,1,1,1,1,5,4,5,4,2,1,4,46.541,46.541
5,5,1,3,3,1,5,5,2,4,5,4,3,3,3,4,1,2,1,3,2,5,1,2,2,3,1,1,2,1,5,2,5,5,3,5,43.779,43.779
1,4,2,3,2,3,3,3,3,2,5,4,5,2,1,1,3,4,2,1,2,4,3,1,1,1,2,4,3,1,1,4,2,4,1,2,35.188,35.188
5,5,5,4,2,2,1,4,3,2,3,5,3,4,1,1,1,3,2,1,4,4,5,2,4,4,1,5,5,4,3,1,2,4,5,3,44.249,44.249
3,5,4,4,3,2,5,4,3,3,4,4,1,3,2,5,1,1,1,4,4,3,3,3,2,5,1,4,5,2,5,5,4,5,1,1,45.496,45.496
3,1,5,3,5,5,2,2,1,1,4,3,2,1,1,3,5,5,4,3,1,1,1,1,3,2,2,4,4,1,3,1,5,1,4,2,37.026,37.026
2,1,5,1,1,3,1,4,5,2,5,3,2,2,1,3,5,5,3,1,1,4,4,4,2,4,1,3,3,2,5,1,4,1,1,4,39.715,39.715
4,2,5,5,3,5,1,2,5,2,5,2,3,5,2,4,5,3,3,4,2,4,2,1,2,2,4,3,3,3,2,4,5,4,5,2,46.699,46.699
3,2,3,5,4,2,4,2,2,5,2,2,5,5,2,4,4,3,1,4,4,2,4,3,4,5,5,4,3,4,4,5,1,1,5,1,47.548,47.548
2,5,4,4,5,4,4,2,5,2,4,5,4,1,5,1,4,1,2,4,4,5,2,3,3,2,3,1,2,4,2,3,4,1,3,1,42.982,42.982
4,1,3,2,5,2,1,5,3,3,4,2,1,1,5,2,1,1,5,5,1,1,2,3,3,2,5,3,3,3,2,1,4,3,2,1,36.759,36.759
5,4,2,1,5,4,2,3,2,5,4,4,4,4,5,2,1,3,1,1,4,5,4,5,4,1,4,4,4,5,3,2,1,3,4,1,45.294,45.294
4,3,4,3,5,3,3,1,2,4,3,2,3,5,1,5,3,5,2,5,1,2,2,1,5,4,3,5,4,5,3,3,2,4,5,2,46.312,46.312
1,1,2,4,1,4,1,4,3,5,5,4,4,5,5,2,4,1,2,2,5,4,3,5,3,2,5,4,2,2,4,5,5,5,3,3,48.672,48.672
1,3,5,2,1,1,2,4,3,3,1,2,1,3,2,2,2,5,1,1,2,1,4,5,4,3,5,1,3,5,3,4,2,2,1,2,36.115,36.115
4,1,3,2,3,2,1,1,1,1,5,1,1,3,4,1,5,3,2,4,1,4,5,3,3,5,2,5,4,2,4,5,3,2,4,1,40.83,40.83
4,2,3,1,3,3,1,3,3,3,4,4,1,3,5,1,5,5,2,1,4,1,4,2,4,3,5,2,5,4,5,1,3,4,5,5,45.548,45.548
3,2,1,1,3,2,5,5,5,2,4,2,1,1,3,5,5,1,2,2,4,3,4,4,2,2,4,1,5,1,5,3,1,4,3,2,41.676,41.676
5,2,5,1,1,3,4,5,4,4,3,1,5,5,1,2,5,3,1,1,5,4,2,1,5,2,1,4,1,1,5,3,4,2,3,3,42.494,42.494
1,3,1,4,3,4,5,1,5,2,2,3,2,1,1,2,5,5,5,3,4,3,5,4,3,4,4,2,1,4,3,1,3,5,3,2,43.674,43.674
4,5,2,3,3,5,2,3,5,1,4,5,3,5,5,4,3,3,5,2,4,5,1,2,3,5,1,1,1,3,2,3,3,3,4,2,45.221,45.221
3,1,3,2,5,2,4,2,4,3,5,2,1,1,5,3,5,3,4,4,4,5,3,1,3,4,2,2,4,1,5,3,2,5,5,3,46.416,46.416
5,2,1,4,2,1,2,1,1,3,3,4,1,1,5,5,5,2,2,2,1,3,5,3,2,3,3,3,1,1,4,3,5,5,1,3,40.177,40.177
4,1,5,5,3,4,3,5,2,2,4,2,2,1,2,5,3,1,3,5,1,4,1,1,3,3,4,5,3,4,4,2,4,1,4,3,43.333,43.333
1,2,2,4,4,2,4,3,2,4,2,5,5,2,1,1,3,3,4,5,5,2,5,1,2,3,2,3,5,5,4,1,1,1,1,2,39.987,39.987
1,4,5,3,3,2,1,2,5,4,5,4,5,5,5,2,3,4,5,4,3,4,4,2,5,1,4,1,2,5,2,5,3,5,5,1,48.917,48.917
4,5,3,2,1,4,5,1,5,5,4,5,2,5,1,3,4,2,1,5,4,1,2,2,1,2,2,5,5,2,1,2,4,5,3,3,43.804,43.804
4,2,2,4,1,4,1,3,2,5,4,4,1,4,3,2,3,1,3,3,4,5,4,5,4,1,1,4,3,5,3,3,5,4,3,3,45.541,45.541
3,1,4,5,5,3,5,4,1,5,5,2,3,4,4,2,3,1,3,5,4,5,1,4,4,5,5,2,1,3,2,1,1,1,4,2,44.78,44.78
5,4,3,3,2,4,5,2,1,5,1,3,1,5,4,4,1,1,4,3,1,1,3,1,3,5,4,3,4,5,1,2,2,4,4,1,40.838,40.838
3,4,2,4,5,2,5,5,5,4,5,5,2,1,5,2,3,5,2,5,1,4,3,3,1,1,2,3,2,2,3,5,2,3,4,1,44.478,44.478
5,4,4,5,4,2,5,4,5,5,4,3,4,5,2,4,2,3,5,1,5,4,3,1,1,5,4,2,2,1,2,2,2,4,5,5,49.349,49.349
